MORTE,eUTI,NVACC,SEXO,PNEUMOPATI,IMUNODEPRE,OBESIDADE,SIND_DOWN,RENAL,NEUROLOGIC,DIABETES,PUERPERA,OUT_MORBI,HEMATOLOGI,ASMA,HEPATICA,CARDIOPATI,AG50t65_AG65t75,AG50t65_AG40t50,AG50t65_AG75t85,AG50t65_AG30t40,AG50t65_AG85+,AG50t65_AG18t30,AG50t65_AG0t18,Branca_Parda,Branca_Preta,Branca_Amarela,Branca_Indigena,BDI_0_BDI_1,BDI_0_BDI_2,BDI_0_BDI_3,BDI_0_BDI_4,T4t12_T12t40,T4t12_T0t4,T4t12_TM40,MORTE_variance,eUTI_variance,NVACC_variance,SEXO_variance,PNEUMOPATI_variance,IMUNODEPRE_variance,OBESIDADE_variance,SIND_DOWN_variance,RENAL_variance,NEUROLOGIC_variance,DIABETES_variance,PUERPERA_variance,OUT_MORBI_variance,HEMATOLOGI_variance,ASMA_variance,HEPATICA_variance,CARDIOPATI_variance,AG50t65_AG65t75_variance,AG50t65_AG40t50_variance,AG50t65_AG75t85_variance,AG50t65_AG30t40_variance,AG50t65_AG85+_variance,AG50t65_AG18t30_variance,AG50t65_AG0t18_variance,Branca_Parda_variance,Branca_Preta_variance,Branca_Amarela_variance,Branca_Indigena_variance,BDI_0_BDI_1_variance,BDI_0_BDI_2_variance,BDI_0_BDI_3_variance,BDI_0_BDI_4_variance,T4t12_T12t40_variance,T4t12_T0t4_variance,T4t12_TM40_variance,G
-2.446615276405748,1.6466248505839056,0.25674100706309677,0.13341611691826238,0.2971907643114749,0.5772587871400281,0.4016554220315168,0.4945042049377484,0.5386635088951793,0.4609381451127814,0.16503140970595326,0.2088203887212101,0.1277258982331949,0.18425603209638566,-0.15737245870406943,0.5327982241735856,0.043869169196852104,0.624571653922569,-0.5489118559841448,1.0534251743241925,-0.9224290915051959,1.5555994483921938,-1.200719041109061,-1.7719940561619776,0.1045497994771787,0.2928360940780269,-0.1355625588938011,0.3491146744559475,0.062461570075201395,0.15588143546313016,0.3167346181359604,0.3218074018913812,0.47654173142521844,0.7293218444489379,-0.5201321985403968,8.882426505287823e-05,1.9901561941904106e-05,4.225181040587436e-05,1.761292957610392e-05,0.00013056705029495898,0.0001889382602050131,5.29277745791899e-05,0.0015128518327616703,0.00012508714233983977,0.00012744518019797534,2.483786152200898e-05,0.0019541288491013407,2.179748896522911e-05,0.0006631945658810615,0.00019763390436430614,0.000514705853311836,2.1666464708863494e-05,3.3012684718779216e-05,4.680472194234327e-05,4.273720528357765e-05,7.713920735979566e-05,7.582368705854386e-05,0.00020564615595758132,0.0006955402583693663,2.2265132047839535e-05,8.453083786609772e-05,0.0003755032877092572,0.0017378223829936676,4.459523188501857e-05,4.310402262514281e-05,4.532258773006087e-05,4.83350401164273e-05,2.3871128333689828e-05,3.048388991988029e-05,0.00010823625116313032,736908.5232414794
-2.449649241042084,1.6043889810942702,0.2618708953913424,0.12814290708246298,0.2916424261913105,0.5809935553881656,0.39660147236866705,0.5115646706616901,0.5426890389792425,0.4538013165646367,0.16408927638013235,0.22232299639773095,0.12266776100809565,0.20811718648816607,-0.15794867910820798,0.5354995256297709,0.029538611241484217,0.6248337948967819,-0.5527511291374635,1.0495608413832238,-0.9273264687875595,1.5311087327736954,-1.1837667998263768,-1.7828263396903101,0.08672611402335763,0.2452602318161664,-0.11341396783835296,0.2898654811464635,-0.028400207804429773,0.13617536597112886,0.30236497667154555,0.33098102534714874,0.47287796438961305,0.7210542297870286,-0.5264848346727418,7.567390964905658e-05,1.629094104362057e-05,3.647012308412019e-05,1.4587069660462822e-05,0.00010977144311400032,0.0001611164990563449,4.478901601229011e-05,0.0013058294127946289,0.00010439442662012638,0.00010611830516933063,2.071481575670179e-05,0.0017163104935306042,1.810052039582259e-05,0.0005611877585347517,0.0001660970993995875,0.00043731999607356974,1.798220978976837e-05,2.726772908045347e-05,3.8958146059100993e-05,3.520052141792055e-05,6.460912188458643e-05,6.171674813218305e-05,0.00017400176636690024,0.0005931586618060647,1.8315979034636256e-05,6.994229955839576e-05,0.00030882900794452307,0.001464552742779049,3.6568967430992195e-05,3.668831774333342e-05,3.8123900626465645e-05,4.1345047261101484e-05,1.9692605588643713e-05,2.5394674613085607e-05,8.764315720340389e-05,437431.4485071611
-2.448779124308703,1.604379952437681,0.2620431292503597,0.1281490641841822,0.2917940029592905,0.5808329800558002,0.3964196117108557,0.5116186824168257,0.5430303628004222,0.45372802827416225,0.1640673744280786,0.22129668971232339,0.12261956309839436,0.2074292688065114,-0.15770155034942349,0.5353881110626753,0.029516223467543973,0.6248865332620923,-0.5526386007860734,1.0493630959599822,-0.9273230868791094,1.530838402640875,-1.1836099535678664,-1.7827933724139577,0.08305734277489032,0.2389462814444261,-0.11791015235230734,0.2903027604291235,-0.027682318044835032,0.1367695638985025,0.30352946509100187,0.3330207396416984,0.4728880507878058,0.7210821740843474,-0.5266274067601073,7.567149113020655e-05,1.629041451726503e-05,3.646919564482988e-05,1.4586524413811355e-05,0.00010977463171560005,0.000161119591176626,4.478556749975258e-05,0.0013054291945952554,0.00010439000745005294,0.00010611942385159226,2.0714227410330423e-05,0.0017164388535835082,1.8100201990930986e-05,0.0005611949611192705,0.00016608229065754403,0.00043735047268324745,1.7981901220233592e-05,2.726719764000609e-05,3.89557920761771e-05,3.519862611872962e-05,6.460630434133775e-05,6.171608467639853e-05,0.0001739884612883376,0.00059313634904758,1.8314650056216153e-05,6.980936394852833e-05,0.0003069235657114382,0.0014758413266305257,3.656619656470443e-05,3.669032991533615e-05,3.8115457082470035e-05,4.1345333980355536e-05,1.969175503474076e-05,2.5393605874704705e-05,8.764400894846585e-05,437373.68839760707
-2.3720953375542244,1.5789012191157592,0.2532653237081798,0.12156199379649904,0.30403867660333783,0.6029194109415897,0.3842023237994949,-4.563602349362179,0.5395046010925612,0.4702549863920782,0.15938840579081964,-4.091697507075853,0.11777147870004624,0.8468657235224383,-0.13392324504475184,0.8774863719930952,0.026034621025939966,0.6046448770369756,-0.5225073592018136,1.0231219237302873,-0.8563878722663252,1.4949088281901457,-1.3436966944992257,-4.414501573250505,0.07800867176195664,0.22890397817471003,-0.327200003630561,-4.444860745804463,-0.03221677664845867,0.12474132771657717,0.28693101034742513,0.3200046265023337,0.4500383083716108,0.6797716048224306,-0.534402874889923,7.487331099326278e-05,1.6279992979052053e-05,3.6274247662093204e-05,1.4564755439427866e-05,0.00011042480340956029,0.00016325285798508756,4.480828408695404e-05,0.0179189613891755,0.00010503831330768319,0.00010789621372281307,2.066953026247392e-05,0.04915473991976662,1.811507417606072e-05,0.000591474682377942,0.00016756337707339312,0.00045591050964641846,1.7931054298975725e-05,2.7160342740593618e-05,3.8263066307262154e-05,3.508675472158612e-05,6.23550429772837e-05,6.157854383103973e-05,0.00019583738465328576,0.006264349670824829,1.8278393394433447e-05,6.978193529424307e-05,0.0003226652518101176,0.030456923714383265,3.636080787133018e-05,3.6502152253046966e-05,3.79955088514228e-05,4.133409688504394e-05,1.968931507281948e-05,2.542785111982612e-05,8.759694673147226e-05,402447.0336247985
-2.448790797980248,1.604396555984502,0.2621392303611151,0.12809792776450316,0.29149290451964527,0.580902472436914,0.39632790351291153,0.5112995262482908,0.5429157126719936,0.4533576614026196,0.16403441337015964,0.22178505284151753,0.1226457957293385,0.2077371547327663,-0.157683787903603,0.5355391550094725,0.02952622944494874,0.6248602731113875,-0.5526424595475686,1.0493073414172036,-0.9273975019801934,1.5309533706759053,-1.1836577983472933,-1.7834017168985798,0.08291354198690051,0.2423687411513553,-0.11255772898329722,0.2980321663164268,-0.02796399433691995,0.13673983722203362,0.3034846665265924,0.3328586217076886,0.4727071148371255,0.7209842700284506,-0.5265078440238165,7.566383888875631e-05,1.6290679147062984e-05,3.646772741068558e-05,1.4586894455949605e-05,0.00010978303668163935,0.00016112677639302289,4.47885807702487e-05,0.001305586502012561,0.00010438731354268411,0.00010611134437727994,2.07149133851868e-05,0.001716354840664103,1.810031202206048e-05,0.0005611153106969346,0.0001660954053702696,0.00043729851884600595,1.7982339029703337e-05,2.726756815277116e-05,3.895600471147318e-05,3.5198489820615536e-05,6.460867678180446e-05,6.171486325472637e-05,0.00017399416696155666,0.0005932061785926468,1.831728013413739e-05,6.989829112278994e-05,0.00030772376458095945,0.0014820882311934657,3.6571931046019354e-05,3.668614543402238e-05,3.811614970128789e-05,4.135565615474533e-05,1.969221527140824e-05,2.539344560522407e-05,8.764587509756682e-05,437388.7439328749
-2.449393299251851,1.6043715983202977,0.2618960959571653,0.1281796671862228,0.29177410416137983,0.581000525743729,0.39647784876550635,0.5116235215690889,0.542771043838983,0.45365109650932645,0.16409316204255694,0.2223917896883846,0.12275600477828609,0.20732445819632006,-0.15771269516937603,0.5352815726713379,0.029455873508335298,0.6250039989748922,-0.5526371718784355,1.0495552041033347,-0.9271721779382054,1.5312430727979025,-1.1832756179936745,-1.7829883263818014,0.08503995453539047,0.2447186514490111,-0.10776633908140736,0.2995671122701291,-0.02829282544684688,0.13627723157590202,0.30286595076417583,0.33169974664290547,0.4728495689817211,0.7210280212878405,-0.5265055932040593,7.567463602128117e-05,1.6290825354102478e-05,3.646962381958123e-05,1.4586953674520507e-05,0.00010977181863393759,0.0001611180415076278,4.478815668546738e-05,0.0013053485870294877,0.00010440135982366872,0.00010611539292737501,2.0714683048556947e-05,0.001716461833646579,1.810070341645118e-05,0.0005613097558223389,0.0001660838746276729,0.00043733159650779775,1.798230591407987e-05,2.7268023473150677e-05,3.89573867155273e-05,3.520111366209638e-05,6.46093311696423e-05,6.171903264476071e-05,0.00017398659794403546,0.0005932029615825645,1.8316729849025683e-05,6.978875684582312e-05,0.0003068562683417672,0.001473047665337456,3.6570117132576544e-05,3.668974232860239e-05,3.810107000246234e-05,4.13496552842142e-05,1.969223839111679e-05,2.5394532948230006e-05,8.764251679475796e-05,437414.67405443476
-2.449342502579961,1.604391118711786,0.26194490797351655,0.1281417021513235,0.29176866422766845,0.5808280792307423,0.39647996374159056,0.5109505789205632,0.5428521717868376,0.45386851822675284,0.163946140254393,0.22207463766182248,0.12273221519950932,0.2078252988786824,-0.1575548945874902,0.535170919994324,0.02955403924301706,0.6249436729396289,-0.5527431574112543,1.0492347861508937,-0.9272972794716926,1.5312477289286128,-1.183747330676527,-1.783066751852588,0.0849017697124938,0.2456182705394423,-0.11117170666224598,0.299513019794042,-0.028193951579548595,0.13641633735411535,0.30294021994796794,0.3319069260886507,0.4727147430123696,0.7209057015091246,-0.526478067638678,7.567090732117774e-05,1.6290944995891372e-05,3.6471959369218735e-05,1.4587167423332174e-05,0.00010978386893473164,0.00016111330331172903,4.479072897778812e-05,0.001305568313759177,0.00010439542775957766,0.00010612100876707802,2.071538394722883e-05,0.0017167629120216075,1.810107364100787e-05,0.0005611960420316953,0.0001660770163695119,0.0004373129896031854,1.7982687644407722e-05,2.726831178673569e-05,3.89573491867409e-05,3.5197437254707236e-05,6.460771753596855e-05,6.171818768730794e-05,0.00017400131844165408,0.0005931494747759864,1.832162402725999e-05,6.974501329626221e-05,0.0003088730900229448,0.0014815157421416594,3.656842210076652e-05,3.668633369198697e-05,3.812084159187358e-05,4.134785460214693e-05,1.969227993972813e-05,2.5394981470717813e-05,8.763783159117602e-05,437422.69463869394
-2.449873709827175,1.6043954704889707,0.26182595732108777,0.1280824211287228,0.29176508326833184,0.5808526835084822,0.39667091547015276,0.5110235137290698,0.542813451606302,0.4538269060005948,0.1640026481613507,0.22223209234637414,0.12273339214397198,0.20798685221337715,-0.15767832164744294,0.5358236608669937,0.029568674099044564,0.6249393292356531,-0.5526978259673023,1.0494756537043335,-0.9273645747502736,1.5312117968038872,-1.1837171065413035,-1.782583949674414,0.08776023040665795,0.24517510785152824,-0.10000482265516641,0.2776521758933491,-0.028638653945773317,0.1360368129351348,0.30202100323197045,0.3303982263026255,0.47274947458152305,0.7210301246709679,-0.526563300947043,7.568061017914691e-05,1.629103128253344e-05,3.646955742944662e-05,1.458701527901563e-05,0.00010977125708414759,0.00016111043530318633,4.478814217696337e-05,0.0013055097522950178,0.00010439094107911484,0.00010611531182274189,2.0715055621999022e-05,0.0017164834775081261,1.8100548576538727e-05,0.0005612449900513275,0.00016607577083506102,0.000437276928740191,1.7982418092995952e-05,2.726860061921321e-05,3.8957590584741735e-05,3.519889294128696e-05,6.461025253672189e-05,6.171437499970043e-05,0.0001739923787967656,0.0005931879875980133,1.831962981160192e-05,6.991689799717856e-05,0.0003075006617920885,0.001478033753725757,3.6570998920927655e-05,3.668862658593962e-05,3.811338711019176e-05,4.1357219778681207e-05,1.9692422255618285e-05,2.539447746009812e-05,8.764034358184634e-05,437420.6100532219
-2.4493026669029296,1.6044075440571126,0.26197089902055165,0.1281019132019107,0.29193102008820626,0.5807788013705771,0.39640027006465905,0.5113772629295222,0.5430764595311094,0.45375336629058644,0.16401226827681709,0.22232487771270842,0.1226149229592999,0.20768032325973684,-0.15785633553650938,0.5352645925957291,0.02961559150305803,0.6249836509343967,-0.5527522416705952,1.0493659642397197,-0.9272431134044443,1.5309284130228267,-1.1837495919049685,-1.783414207233554,0.08597484782118227,0.2399053610287322,-0.09983854465991274,0.2883275138422491,-0.02834386699227048,0.1363208015202421,0.30254298354395814,0.3312433458807397,0.4727238985708368,0.7210072455704298,-0.526426294489616,7.566646450022175e-05,1.6290416531934427e-05,3.646948953623702e-05,1.4586686407766454e-05,0.0001097755624214085,0.00016112076365812006,4.4789158889669665e-05,0.0013058166840077645,0.00010439184177196806,0.00010612011438598408,2.0714563952056693e-05,0.0017163708050866673,1.8099752416896892e-05,0.000561214650744809,0.0001660753593985045,0.0004373768809957303,1.7981566464519347e-05,2.7267516174032287e-05,3.895681454655287e-05,3.5197606335915465e-05,6.460748329989946e-05,6.171159459234478e-05,0.00017399583764300675,0.0005931916257728354,1.8322996404630546e-05,6.993764000161788e-05,0.00030651055143971346,0.0014885745666664333,3.657211485923703e-05,3.668944126170564e-05,3.812034224241474e-05,4.136259248950878e-05,1.969186867890763e-05,2.5393627962926737e-05,8.76369043289986e-05,437378.25942530273
-2.449131452639341,1.6043596707262209,0.26202605845352767,0.12815149370641626,0.2919017836934408,0.5806676829898375,0.3964631002197415,0.511824876008178,0.5427278746474906,0.45366114621066916,0.1640045137549285,0.22225323259607374,0.12273956894898165,0.20738528528125966,-0.1579155379890669,0.535208790788009,0.02946319916615931,0.624973326838339,-0.552585456382439,1.0493323358614244,-0.9273213721232956,1.5308671922025177,-1.1834863930022166,-1.782643801290895,0.08226366254101136,0.248697049089247,-0.10725781153754806,0.29712073448254084,-0.02775820255460227,0.13672501029910902,0.3038403479942298,0.3333031602885529,0.4727265886502192,0.7210951391746973,-0.5264934683221311,7.567295488321787e-05,1.6290851430268186e-05,3.646917568797298e-05,1.4587090962790332e-05,0.00010978260194478708,0.00016111082068841155,4.479053816649666e-05,0.0013059405398866586,0.00010439699918827863,0.0001061131398867562,2.0715300126088757e-05,0.0017164640873404615,1.8100901879687786e-05,0.0005612150328156331,0.00016609517097916976,0.0004373808863218011,1.7982073555889263e-05,2.72689071074887e-05,3.895604524273224e-05,3.5199123024522264e-05,6.461008847920383e-05,6.171673092971753e-05,0.00017398539178099115,0.0005931682869084547,1.832296029520186e-05,6.995649265142842e-05,0.00030646869853162366,0.0014555846417676937,3.656738866005622e-05,3.6689195552802854e-05,3.811571329201652e-05,4.13548225699636e-05,1.9692470467332688e-05,2.5394048301728412e-05,8.764627006191513e-05,437418.6222076118
