t,deaths,cases,cases_cum,nCFR,cases_adj,cases_adj_cum,date
153,1623,38387,943401,0.04227993852085341,270500.0,11001333.333333336,2020-06-01
154,1060,23368,966769,0.045361177678877096,176666.66666666666,11178000.000000002,2020-06-02
155,979,21729,988498,0.045054995627962634,163166.66666666666,11341166.666666668,2020-06-03
156,962,21238,1009736,0.04529616724738676,160333.33333333334,11501500.000000002,2020-06-04
157,1079,28268,1038004,0.03817036932220178,179833.33333333334,11681333.333333336,2020-06-05
158,957,22532,1060536,0.04247292739215338,159500.0,11840833.333333336,2020-06-06
159,867,18505,1079041,0.0468522021075385,144500.0,11985333.333333336,2020-06-07
160,999,26184,1105225,0.03815307057745188,166500.0,12151833.333333336,2020-06-08
161,897,22692,1127917,0.03952934955050238,149500.0,12301333.333333336,2020-06-09
162,1279,34262,1162179,0.03732998657404705,213166.66666666666,12514500.000000002,2020-06-10
163,851,20607,1182786,0.041296646770514873,141833.33333333334,12656333.333333336,2020-06-11
164,961,26279,1209065,0.03656912363484151,160166.66666666666,12816500.000000002,2020-06-12
165,919,20709,1229774,0.04437684098701048,153166.66666666666,12969666.666666668,2020-06-13
166,950,21321,1251095,0.044557009521129405,158333.33333333334,13128000.000000002,2020-06-14
167,1164,37286,1288381,0.031218151585045324,194000.0,13322000.000000002,2020-06-15
168,967,31755,1320136,0.03045189733900173,161166.66666666666,13483166.666666668,2020-06-16
169,873,25140,1345276,0.034725536992840096,145500.0,13628666.666666668,2020-06-17
170,1004,27725,1373001,0.03621280432822362,167333.33333333334,13796000.000000002,2020-06-18
171,991,27300,1400301,0.0363003663003663,165166.66666666666,13961166.666666668,2020-06-19
172,1228,34780,1435081,0.03530764807360552,204666.66666666666,14165833.333333334,2020-06-20
173,780,19652,1454733,0.039690616731121516,130000.0,14295833.333333334,2020-06-21
174,969,29768,1484501,0.03255173340499866,161500.0,14457333.333333334,2020-06-22
175,884,25523,1510024,0.034635426869882066,147333.33333333334,14604666.666666668,2020-06-23
176,877,25256,1535280,0.03472442191954387,146166.66666666666,14750833.333333334,2020-06-24
177,1049,31613,1566893,0.03318255148198526,174833.33333333334,14925666.666666668,2020-06-25
178,1005,30729,1597622,0.03270526213023528,167500.0,15093166.666666668,2020-06-26
179,831,23858,1621480,0.03483108391315282,138500.0,15231666.666666668,2020-06-27
180,903,25633,1647113,0.035228026372254514,150500.0,15382166.666666668,2020-06-28
181,878,30401,1677514,0.028880628926680044,146333.33333333334,15528500.000000002,2020-06-29
182,1074,32360,1709874,0.03318912237330037,179000.0,15707500.000000002,2020-06-30
183,1539,44614,1754488,0.03449589814856323,256500.0,15964000.000000002,2020-07-01
184,1031,30953,1785441,0.03330856459793881,171833.33333333334,16135833.333333336,2020-07-02
185,1068,34663,1820104,0.030810951158295588,178000.0,16313833.333333336,2020-07-03
186,976,26276,1846380,0.03714416197290303,162666.66666666666,16476500.000000002,2020-07-04
187,999,28758,1875138,0.03473815981639892,166500.0,16643000.000000002,2020-07-05
188,1085,35772,1910910,0.0303309851280331,180833.33333333334,16823833.333333336,2020-07-06
189,1040,32852,1943762,0.031657128941921346,173333.33333333334,16997166.666666668,2020-07-07
190,1009,30700,1974462,0.03286644951140065,168166.66666666666,17165333.333333336,2020-07-08
191,948,28976,2003438,0.032716731087796797,158000.0,17323333.333333336,2020-07-09
192,1484,44786,2048224,0.03313535479837449,247333.3333333333,17570666.666666668,2020-07-10
193,885,25606,2073830,0.03456221198156682,147500.0,17718166.666666668,2020-07-11
194,919,25475,2099305,0.03607458292443572,153166.66666666666,17871333.333333336,2020-07-12
195,945,36350,2135655,0.025997248968363137,157500.0,18028833.333333336,2020-07-13
196,940,30184,2165839,0.03114232706069441,156666.66666666666,18185500.000000004,2020-07-14
197,1047,34974,2200813,0.029936524275175846,174500.0,18360000.000000004,2020-07-15
198,936,28276,2229089,0.03310227754986561,156000.0,18516000.000000004,2020-07-16
199,974,34324,2263413,0.028376646078545623,162333.33333333334,18678333.333333336,2020-07-17
200,937,27948,2291361,0.03352654930585373,156166.66666666666,18834500.000000004,2020-07-18
201,900,25165,2316526,0.03576395787800517,150000.0,18984500.000000004,2020-07-19
202,1362,46452,2362978,0.02932058899509171,227000.0,19211500.000000004,2020-07-20
203,830,28369,2391347,0.029257287884662836,138333.33333333334,19349833.333333336,2020-07-21
204,882,28201,2419548,0.03127548668486933,147000.0,19496833.333333336,2020-07-22
205,809,30003,2449551,0.026963970269639703,134833.33333333334,19631666.666666668,2020-07-23
206,863,30183,2479734,0.02859225391776828,143833.33333333334,19775500.0,2020-07-24
207,918,29155,2508889,0.0314868804664723,153000.0,19928500.0,2020-07-25
208,786,23329,2532218,0.03369197136611085,131000.0,20059500.0,2020-07-26
209,961,35091,2567309,0.027385939414664728,160166.66666666666,20219666.666666668,2020-07-27
210,821,28844,2596153,0.028463458604909165,136833.33333333334,20356500.0,2020-07-28
211,712,25628,2621781,0.02778211331356329,118666.66666666666,20475166.666666668,2020-07-29
212,756,28849,2650630,0.02620541439911262,126000.0,20601166.666666668,2020-07-30
213,768,28590,2679220,0.026862539349422874,128000.0,20729166.666666668,2020-07-31
214,1192,37433,2716653,0.03184356049475062,198666.66666666666,20927833.333333336,2020-08-01
215,787,24718,2741371,0.03183914556193867,131166.66666666666,21059000.000000004,2020-08-02
216,811,31925,2773296,0.025403288958496476,135166.66666666666,21194166.66666667,2020-08-03
217,718,26324,2799620,0.027275490047105302,119666.66666666666,21313833.33333334,2020-08-04
218,753,28213,2827833,0.026689823840073724,125500.0,21439333.33333334,2020-08-05
219,692,26302,2854135,0.026309786328035892,115333.33333333333,21554666.66666667,2020-08-06
220,786,29316,2883451,0.026811297584936552,131000.0,21685666.66666667,2020-08-07
221,809,25259,2908710,0.032028187972603823,134833.33333333334,21820500.000000004,2020-08-08
222,655,22055,2930765,0.029698481070052143,109166.66666666667,21929666.66666667,2020-08-09
223,1151,40407,2971172,0.028485163461776423,191833.33333333334,22121500.000000004,2020-08-10
224,648,26202,2997374,0.024730936569727503,108000.0,22229500.000000004,2020-08-11
225,732,26920,3024294,0.027191679049034176,122000.0,22351500.000000004,2020-08-12
226,733,24991,3049285,0.029330559001240448,122166.66666666666,22473666.66666667,2020-08-13
227,702,28255,3077540,0.024845160148646257,117000.0,22590666.66666667,2020-08-14
228,774,25350,3102890,0.030532544378698224,129000.0,22719666.66666667,2020-08-15
229,656,19583,3122473,0.033498442526681306,109333.33333333333,22829000.000000004,2020-08-16
230,665,28624,3151097,0.02323225265511459,110833.33333333333,22939833.333333336,2020-08-17
231,662,25663,3176760,0.02579589291976776,110333.33333333333,23050166.666666668,2020-08-18
232,615,22467,3199227,0.02737348110562158,102500.0,23152666.666666668,2020-08-19
233,963,31659,3230886,0.030417890647209324,160500.0,23313166.666666668,2020-08-20
234,658,24512,3255398,0.026843994778067884,109666.66666666667,23422833.333333336,2020-08-21
