t,deaths,cases,cases_cum,nCFR,case_adj,cases_adj_cum,date
391,162,1320,192623,0.12272727272727273,27000.0,8849666.666666666,2021-01-25
392,150,1109,193732,0.13525698827772767,25000.0,8874666.666666666,2021-01-26
393,122,1025,194757,0.11902439024390243,20333.333333333332,8895000.0,2021-01-27
394,139,1157,195914,0.12013828867761452,23166.666666666668,8918166.666666666,2021-01-28
395,140,1109,197023,0.12623985572587917,23333.333333333332,8941500.0,2021-01-29
396,122,1015,198038,0.12019704433497537,20333.333333333332,8961833.333333334,2021-01-30
397,148,1120,199158,0.13214285714285715,24666.666666666668,8986500.0,2021-01-31
398,249,2316,201474,0.10751295336787564,41500.0,9028000.0,2021-02-01
399,150,1735,203209,0.08645533141210375,25000.0,9053000.0,2021-02-02
400,158,1908,205117,0.08280922431865828,26333.333333333332,9079333.333333334,2021-02-03
401,122,2052,207169,0.0594541910331384,20333.333333333332,9099666.666666668,2021-02-04
