t,deaths,cases,cases_cum,nCFR,case_adj,cases_adj_cum,date
104,71,281,4746,0.2526690391459075,11833.333333333334,202666.6666666667,2020-04-13
105,74,259,5005,0.2857142857142857,12333.333333333334,215000.00000000003,2020-04-14
106,83,316,5321,0.2626582278481013,13833.333333333334,228833.33333333337,2020-04-15
107,80,250,5571,0.32,13333.333333333334,242166.66666666672,2020-04-16
108,94,279,5850,0.33691756272401435,15666.666666666666,257833.33333333337,2020-04-17
109,88,331,6181,0.26586102719033233,14666.666666666666,272500.00000000006,2020-04-18
110,81,303,6484,0.26732673267326734,13500.0,286000.00000000006,2020-04-19
111,156,477,6961,0.3270440251572327,26000.0,312000.00000000006,2020-04-20
112,82,280,7241,0.29285714285714287,13666.666666666666,325666.66666666674,2020-04-21
113,89,301,7542,0.2956810631229236,14833.333333333332,340500.00000000006,2020-04-22
114,101,315,7857,0.32063492063492066,16833.333333333332,357333.3333333334,2020-04-23
115,92,312,8169,0.2948717948717949,15333.333333333332,372666.6666666667,2020-04-24
116,77,304,8473,0.2532894736842105,12833.333333333334,385500.0,2020-04-25
117,112,354,8827,0.3163841807909605,18666.666666666668,404166.6666666667,2020-04-26
118,108,406,9233,0.2660098522167488,18000.0,422166.6666666667,2020-04-27
119,109,379,9612,0.287598944591029,18166.666666666668,440333.3333333334,2020-04-28
120,86,322,9934,0.2670807453416149,14333.333333333334,454666.6666666667,2020-04-29
121,121,422,10356,0.28672985781990523,20166.666666666668,474833.3333333334,2020-04-30
122,200,651,11007,0.30721966205837176,33333.333333333336,508166.6666666667,2020-05-01
123,142,393,11400,0.361323155216285,23666.666666666668,531833.3333333334,2020-05-02
124,118,404,11804,0.29207920792079206,19666.666666666668,551500.0,2020-05-03
125,136,447,12251,0.3042505592841163,22666.666666666668,574166.6666666666,2020-05-04
126,156,474,12725,0.3291139240506329,26000.0,600166.6666666666,2020-05-05
127,108,367,13092,0.29427792915531337,18000.0,618166.6666666666,2020-05-06
128,130,435,13527,0.2988505747126437,21666.666666666668,639833.3333333333,2020-05-07
129,136,464,13991,0.29310344827586204,22666.666666666668,662499.9999999999,2020-05-08
130,153,417,14408,0.3669064748201439,25500.0,687999.9999999999,2020-05-09
131,193,619,15027,0.31179321486268174,32166.666666666664,720166.6666666665,2020-05-10
132,150,526,15553,0.28517110266159695,25000.0,745166.6666666665,2020-05-11
133,166,530,16083,0.3132075471698113,27666.666666666668,772833.3333333331,2020-05-12
134,147,524,16607,0.28053435114503816,24500.0,797333.3333333331,2020-05-13
135,147,501,17108,0.2934131736526946,24500.0,821833.3333333331,2020-05-14
136,191,621,17729,0.3075684380032206,31833.333333333332,853666.6666666665,2020-05-15
137,162,513,18242,0.3157894736842105,27000.0,880666.6666666665,2020-05-16
138,150,517,18759,0.2901353965183752,25000.0,905666.6666666665,2020-05-17
139,165,562,19321,0.29359430604982206,27500.0,933166.6666666665,2020-05-18
140,140,455,19776,0.3076923076923077,23333.333333333332,956499.9999999999,2020-05-19
141,235,726,20502,0.3236914600550964,39166.666666666664,995666.6666666665,2020-05-20
142,143,482,20984,0.2966804979253112,23833.333333333332,1019499.9999999999,2020-05-21
143,162,523,21507,0.30975143403441685,27000.0,1046499.9999999999,2020-05-22
144,156,466,21973,0.33476394849785407,26000.0,1072500.0,2020-05-23
145,178,496,22469,0.3588709677419355,29666.666666666664,1102166.6666666667,2020-05-24
146,222,644,23113,0.3447204968944099,37000.0,1139166.6666666667,2020-05-25
147,177,483,23596,0.36645962732919257,29500.0,1168666.6666666667,2020-05-26
148,168,470,24066,0.3574468085106383,28000.0,1196666.6666666667,2020-05-27
149,147,519,24585,0.2832369942196532,24500.0,1221166.6666666667,2020-05-28
150,136,462,25047,0.2943722943722944,22666.666666666668,1243833.3333333335,2020-05-29
151,137,499,25546,0.2745490981963928,22833.333333333332,1266666.6666666667,2020-05-30
152,134,439,25985,0.3052391799544419,22333.333333333332,1289000.0,2020-05-31
153,281,870,26855,0.32298850574712645,46833.333333333336,1335833.3333333333,2020-06-01
154,175,548,27403,0.3193430656934307,29166.666666666664,1365000.0,2020-06-02
155,173,537,27940,0.3221601489757914,28833.333333333332,1393833.3333333333,2020-06-03
156,164,504,28444,0.3253968253968254,27333.333333333332,1421166.6666666665,2020-06-04
157,173,631,29075,0.27416798732171155,28833.333333333332,1449999.9999999998,2020-06-05
158,174,589,29664,0.29541595925297115,29000.0,1478999.9999999998,2020-06-06
159,164,537,30201,0.3054003724394786,27333.333333333332,1506333.333333333,2020-06-07
160,186,632,30833,0.29430379746835444,31000.0,1537333.333333333,2020-06-08
161,172,549,31382,0.3132969034608379,28666.666666666668,1565999.9999999998,2020-06-09
162,202,773,32155,0.2613195342820181,33666.666666666664,1599666.6666666665,2020-06-10
163,145,557,32712,0.26032315978456017,24166.666666666668,1623833.3333333333,2020-06-11
164,181,670,33382,0.2701492537313433,30166.666666666664,1654000.0,2020-06-12
165,165,583,33965,0.2830188679245283,27500.0,1681500.0,2020-06-13
166,169,646,34611,0.26160990712074306,28166.666666666668,1709666.6666666667,2020-06-14
167,197,831,35442,0.23706377858002406,32833.333333333336,1742500.0,2020-06-15
168,167,637,36079,0.2621664050235479,27833.333333333332,1770333.3333333333,2020-06-16
169,134,566,36645,0.23674911660777384,22333.333333333332,1792666.6666666665,2020-06-17
170,177,644,37289,0.2748447204968944,29500.0,1822166.6666666665,2020-06-18
171,189,707,37996,0.26732673267326734,31500.0,1853666.6666666665,2020-06-19
172,207,806,38802,0.25682382133995035,34500.0,1888166.6666666665,2020-06-20
173,135,584,39386,0.23116438356164384,22500.0,1910666.6666666665,2020-06-21
174,190,683,40069,0.2781844802342606,31666.666666666664,1942333.3333333333,2020-06-22
175,154,562,40631,0.27402135231316727,25666.666666666668,1968000.0,2020-06-23
176,156,575,41206,0.271304347826087,26000.0,1994000.0,2020-06-24
177,190,652,41858,0.29141104294478526,31666.666666666664,2025666.6666666667,2020-06-25
178,185,660,42518,0.2803030303030303,30833.333333333332,2056500.0,2020-06-26
179,141,511,43029,0.2759295499021526,23500.0,2080000.0,2020-06-27
180,150,550,43579,0.2727272727272727,25000.0,2105000.0,2020-06-28
181,147,607,44186,0.24217462932454695,24500.0,2129500.0,2020-06-29
182,192,674,44860,0.28486646884273,32000.0,2161500.0,2020-06-30
183,242,905,45765,0.2674033149171271,40333.333333333336,2201833.3333333335,2020-07-01
184,191,701,46466,0.2724679029957204,31833.333333333332,2233666.666666667,2020-07-02
185,193,676,47142,0.28550295857988167,32166.666666666664,2265833.3333333335,2020-07-03
186,194,610,47752,0.3180327868852459,32333.333333333332,2298166.666666667,2020-07-04
187,181,653,48405,0.2771822358346095,30166.666666666664,2328333.3333333335,2020-07-05
188,179,701,49106,0.2553495007132668,29833.333333333332,2358166.666666667,2020-07-06
189,193,690,49796,0.2797101449275362,32166.666666666664,2390333.3333333335,2020-07-07
190,170,641,50437,0.26521060842433697,28333.333333333332,2418666.666666667,2020-07-08
191,149,577,51014,0.2582322357019064,24833.333333333332,2443500.0000000005,2020-07-09
192,275,877,51891,0.31356898517673887,45833.333333333336,2489333.333333334,2020-07-10
193,158,543,52434,0.29097605893186,26333.333333333332,2515666.6666666674,2020-07-11
194,169,562,52996,0.30071174377224197,28166.666666666668,2543833.333333334,2020-07-12
195,188,630,53626,0.2984126984126984,31333.333333333332,2575166.6666666674,2020-07-13
196,178,599,54225,0.29716193656093487,29666.666666666664,2604833.333333334,2020-07-14
197,183,639,54864,0.2863849765258216,30500.0,2635333.333333334,2020-07-15
198,169,629,55493,0.2686804451510334,28166.666666666668,2663500.0000000005,2020-07-16
199,200,665,56158,0.3007518796992481,33333.333333333336,2696833.333333334,2020-07-17
200,175,578,56736,0.3027681660899654,29166.666666666664,2726000.0000000005,2020-07-18
201,167,550,57286,0.30363636363636365,27833.333333333332,2753833.333333334,2020-07-19
202,260,839,58125,0.3098927294398093,43333.333333333336,2797166.6666666674,2020-07-20
203,137,556,58681,0.24640287769784172,22833.333333333332,2820000.000000001,2020-07-21
204,152,491,59172,0.3095723014256619,25333.333333333332,2845333.3333333344,2020-07-22
205,146,520,59692,0.28076923076923077,24333.333333333332,2869666.666666668,2020-07-23
206,137,505,60197,0.2712871287128713,22833.333333333332,2892500.0000000014,2020-07-24
207,148,564,60761,0.2624113475177305,24666.666666666668,2917166.666666668,2020-07-25
208,152,470,61231,0.32340425531914896,25333.333333333332,2942500.0000000014,2020-07-26
209,194,660,61891,0.29393939393939394,32333.333333333332,2974833.333333335,2020-07-27
210,135,457,62348,0.29540481400437635,22500.0,2997333.333333335,2020-07-28
211,136,440,62788,0.3090909090909091,22666.666666666668,3020000.0000000014,2020-07-29
212,116,458,63246,0.25327510917030566,19333.333333333332,3039333.333333335,2020-07-30
213,136,499,63745,0.2725450901803607,22666.666666666668,3062000.0000000014,2020-07-31
214,200,724,64469,0.27624309392265195,33333.333333333336,3095333.333333335,2020-08-01
215,145,508,64977,0.2854330708661417,24166.666666666668,3119500.0000000014,2020-08-02
216,167,542,65519,0.3081180811808118,27833.333333333332,3147333.333333335,2020-08-03
217,136,525,66044,0.259047619047619,22666.666666666668,3170000.0000000014,2020-08-04
218,158,548,66592,0.28832116788321166,26333.333333333332,3196333.333333335,2020-08-05
219,125,489,67081,0.2556237218813906,20833.333333333332,3217166.6666666684,2020-08-06
220,149,539,67620,0.2764378478664193,24833.333333333332,3242000.000000002,2020-08-07
221,150,513,68133,0.29239766081871343,25000.0,3267000.000000002,2020-08-08
222,124,446,68579,0.27802690582959644,20666.666666666668,3287666.6666666684,2020-08-09
223,196,746,69325,0.26273458445040215,32666.666666666664,3320333.333333335,2020-08-10
224,122,465,69790,0.2623655913978495,20333.333333333332,3340666.6666666684,2020-08-11
225,153,535,70325,0.28598130841121494,25500.0,3366166.6666666684,2020-08-12
226,154,512,70837,0.30078125,25666.666666666668,3391833.333333335,2020-08-13
227,135,515,71352,0.2621359223300971,22500.0,3414333.333333335,2020-08-14
228,140,531,71883,0.263653483992467,23333.333333333332,3437666.6666666684,2020-08-15
229,118,426,72309,0.27699530516431925,19666.666666666668,3457333.333333335,2020-08-16
230,140,539,72848,0.2597402597402597,23333.333333333332,3480666.6666666684,2020-08-17
231,140,515,73363,0.27184466019417475,23333.333333333332,3504000.000000002,2020-08-18
232,95,438,73801,0.21689497716894976,15833.333333333332,3519833.3333333354,2020-08-19
233,209,725,74526,0.2882758620689655,34833.333333333336,3554666.666666669,2020-08-20
234,127,480,75006,0.26458333333333334,21166.666666666668,3575833.3333333354,2020-08-21
235,105,446,75452,0.23542600896860988,17500.0,3593333.3333333354,2020-08-22
236,93,401,75853,0.23192019950124687,15500.0,3608833.3333333354,2020-08-23
237,115,479,76332,0.24008350730688935,19166.666666666668,3628000.000000002,2020-08-24
238,129,558,76890,0.23118279569892472,21500.0,3649500.000000002,2020-08-25
239,103,422,77312,0.24407582938388625,17166.666666666668,3666666.6666666684,2020-08-26
240,110,425,77737,0.25882352941176473,18333.333333333332,3685000.000000002,2020-08-27
241,128,501,78238,0.2554890219560878,21333.333333333332,3706333.3333333354,2020-08-28
242,86,413,78651,0.20823244552058112,14333.333333333334,3720666.666666669,2020-08-29
243,108,432,79083,0.25,18000.0,3738666.666666669,2020-08-30
244,89,431,79514,0.20649651972157773,14833.333333333332,3753500.0000000023,2020-08-31
245,163,638,80152,0.2554858934169279,27166.666666666668,3780666.666666669,2020-09-01
246,92,480,80632,0.19166666666666668,15333.333333333332,3796000.0000000023,2020-09-02
247,108,447,81079,0.24161073825503357,18000.0,3814000.0000000023,2020-09-03
248,103,500,81579,0.206,17166.666666666668,3831166.666666669,2020-09-04
249,116,429,82008,0.2703962703962704,19333.333333333332,3850500.0000000023,2020-09-05
250,91,406,82414,0.22413793103448276,15166.666666666666,3865666.666666669,2020-09-06
251,114,451,82865,0.25277161862527714,19000.0,3884666.666666669,2020-09-07
252,104,446,83311,0.23318385650224216,17333.333333333332,3902000.0000000023,2020-09-08
253,86,452,83763,0.1902654867256637,14333.333333333334,3916333.333333336,2020-09-09
254,119,523,84286,0.22753346080305928,19833.333333333332,3936166.6666666693,2020-09-10
255,96,424,84710,0.22641509433962265,16000.0,3952166.6666666693,2020-09-11
256,96,378,85088,0.25396825396825395,16000.0,3968166.6666666693,2020-09-12
257,113,396,85484,0.28535353535353536,18833.333333333332,3987000.000000003,2020-09-13
258,88,445,85929,0.19775280898876405,14666.666666666666,4001666.6666666693,2020-09-14
259,89,419,86348,0.21241050119331742,14833.333333333332,4016500.000000003,2020-09-15
260,95,386,86734,0.24611398963730569,15833.333333333332,4032333.3333333363,2020-09-16
261,107,383,87117,0.2793733681462141,17833.333333333332,4050166.66666667,2020-09-17
262,78,383,87500,0.20365535248041775,13000.0,4063166.66666667,2020-09-18
263,67,321,87821,0.2087227414330218,11166.666666666666,4074333.3333333363,2020-09-19
264,118,464,88285,0.2543103448275862,19666.666666666668,4094000.000000003,2020-09-20
265,81,426,88711,0.19014084507042253,13500.0,4107500.000000003,2020-09-21
266,65,325,89036,0.2,10833.333333333334,4118333.3333333363,2020-09-22
267,74,328,89364,0.22560975609756098,12333.333333333334,4130666.66666667,2020-09-23
268,80,371,89735,0.215633423180593,13333.333333333334,4144000.0000000033,2020-09-24
269,91,442,90177,0.20588235294117646,15166.666666666666,4159166.66666667,2020-09-25
270,58,338,90515,0.17159763313609466,9666.666666666666,4168833.3333333363,2020-09-26
271,90,353,90868,0.254957507082153,15000.0,4183833.3333333363,2020-09-27
272,79,364,91232,0.21703296703296704,13166.666666666666,4197000.000000003,2020-09-28
273,83,312,91544,0.266025641025641,13833.333333333334,4210833.333333336,2020-09-29
274,73,375,91919,0.19466666666666665,12166.666666666666,4223000.000000003,2020-09-30
275,120,520,92439,0.23076923076923078,20000.0,4243000.000000003,2020-10-01
276,86,404,92843,0.21287128712871287,14333.333333333334,4257333.333333336,2020-10-02
277,72,357,93200,0.20168067226890757,12000.0,4269333.333333336,2020-10-03
278,64,296,93496,0.21621621621621623,10666.666666666666,4280000.000000003,2020-10-04
279,72,426,93922,0.16901408450704225,12000.0,4292000.000000003,2020-10-05
280,73,368,94290,0.1983695652173913,12166.666666666666,4304166.66666667,2020-10-06
281,70,346,94636,0.2023121387283237,11666.666666666666,4315833.333333337,2020-10-07
282,71,456,95092,0.15570175438596492,11833.333333333334,4327666.66666667,2020-10-08
283,66,346,95438,0.1907514450867052,11000.0,4338666.66666667,2020-10-09
284,87,463,95901,0.1879049676025918,14500.0,4353166.66666667,2020-10-10
285,57,270,96171,0.2111111111111111,9500.0,4362666.66666667,2020-10-11
286,69,360,96531,0.19166666666666668,11500.0,4374166.66666667,2020-10-12
287,55,358,96889,0.15363128491620112,9166.666666666666,4383333.333333337,2020-10-13
288,61,345,97234,0.17681159420289855,10166.666666666666,4393500.000000004,2020-10-14
289,72,398,97632,0.18090452261306533,12000.0,4405500.000000004,2020-10-15
290,65,364,97996,0.17857142857142858,10833.333333333334,4416333.333333337,2020-10-16
291,60,337,98333,0.17804154302670624,10000.0,4426333.333333337,2020-10-17
292,55,369,98702,0.14905149051490515,9166.666666666666,4435500.000000004,2020-10-18
293,78,389,99091,0.20051413881748073,13000.0,4448500.000000004,2020-10-19
294,83,446,99537,0.1860986547085202,13833.333333333334,4462333.333333337,2020-10-20
295,73,344,99881,0.21220930232558138,12166.666666666666,4474500.000000004,2020-10-21
296,55,361,100242,0.1523545706371191,9166.666666666666,4483666.666666671,2020-10-22
297,62,338,100580,0.1834319526627219,10333.333333333334,4494000.000000004,2020-10-23
298,64,307,100887,0.20846905537459284,10666.666666666666,4504666.666666671,2020-10-24
299,73,356,101243,0.2050561797752809,12166.666666666666,4516833.333333338,2020-10-25
300,67,383,101626,0.17493472584856398,11166.666666666666,4528000.000000005,2020-10-26
301,65,345,101971,0.18840579710144928,10833.333333333334,4538833.333333338,2020-10-27
302,57,397,102368,0.14357682619647355,9500.0,4548333.333333338,2020-10-28
303,62,356,102724,0.17415730337078653,10333.333333333334,4558666.666666671,2020-10-29
304,85,413,103137,0.20581113801452786,14166.666666666666,4572833.333333338,2020-10-30
305,58,317,103454,0.1829652996845426,9666.666666666666,4582500.000000005,2020-10-31
306,130,651,104105,0.19969278033794163,21666.666666666668,4604166.666666672,2020-11-01
307,72,535,104640,0.13457943925233645,12000.0,4616166.666666672,2020-11-02
308,76,472,105112,0.16101694915254236,12666.666666666666,4628833.333333339,2020-11-03
309,90,467,105579,0.19271948608137046,15000.0,4643833.333333339,2020-11-04
310,107,527,106106,0.2030360531309298,17833.333333333332,4661666.666666672,2020-11-05
311,95,520,106626,0.18269230769230768,15833.333333333332,4677500.000000005,2020-11-06
312,105,490,107116,0.21428571428571427,17500.0,4695000.000000005,2020-11-07
313,119,573,107689,0.20767888307155322,19833.333333333332,4714833.333333338,2020-11-08
314,114,643,108332,0.17729393468118196,19000.0,4733833.333333338,2020-11-09
315,141,835,109167,0.1688622754491018,23500.0,4757333.333333338,2020-11-10
316,100,605,109772,0.1652892561983471,16666.666666666668,4774000.000000005,2020-11-11
317,131,671,110443,0.19523099850968703,21833.333333333332,4795833.333333338,2020-11-12
318,122,749,111192,0.1628838451268358,20333.333333333332,4816166.666666671,2020-11-13
319,124,729,111921,0.1700960219478738,20666.666666666668,4836833.333333338,2020-11-14
320,136,757,112678,0.17965653896961692,22666.666666666668,4859500.000000005,2020-11-15
321,126,799,113477,0.15769712140175218,21000.0,4880500.000000005,2020-11-16
322,128,747,114224,0.1713520749665328,21333.333333333332,4901833.333333338,2020-11-17
323,138,844,115068,0.16350710900473933,23000.0,4924833.333333338,2020-11-18
324,140,822,115890,0.170316301703163,23333.333333333332,4948166.666666671,2020-11-19
325,230,1123,117013,0.20480854853072128,38333.333333333336,4986500.000000004,2020-11-20
326,110,869,117882,0.12658227848101267,18333.333333333332,5004833.333333337,2020-11-21
327,144,812,118694,0.17733990147783252,24000.0,5028833.333333337,2020-11-22
328,181,1065,119759,0.1699530516431925,30166.666666666664,5059000.000000004,2020-11-23
329,159,828,120587,0.19202898550724637,26500.0,5085500.000000004,2020-11-24
330,184,1028,121615,0.17898832684824903,30666.666666666664,5116166.666666671,2020-11-25
331,152,859,122474,0.1769499417927823,25333.333333333332,5141500.000000004,2020-11-26
332,160,973,123447,0.1644398766700925,26666.666666666668,5168166.666666671,2020-11-27
333,166,901,124348,0.18423973362930077,27666.666666666668,5195833.333333338,2020-11-28
334,152,710,125058,0.2140845070422535,25333.333333333332,5221166.666666671,2020-11-29
335,235,1184,126242,0.19847972972972974,39166.666666666664,5260333.333333338,2020-11-30
336,304,1534,127776,0.1981747066492829,50666.666666666664,5311000.000000005,2020-12-01
337,166,942,128718,0.1762208067940552,27666.666666666668,5338666.666666672,2020-12-02
338,201,908,129626,0.22136563876651982,33500.0,5372166.666666672,2020-12-03
339,204,1240,130866,0.16451612903225807,34000.0,5406166.666666672,2020-12-04
340,185,1002,131868,0.18463073852295409,30833.333333333332,5437000.000000005,2020-12-05
341,159,846,132714,0.1879432624113475,26500.0,5463500.000000005,2020-12-06
342,201,1087,133801,0.18491260349586017,33500.0,5497000.000000005,2020-12-07
343,166,939,134740,0.17678381256656017,27666.666666666668,5524666.666666672,2020-12-08
344,174,1005,135745,0.17313432835820897,29000.0,5553666.666666672,2020-12-09
345,244,1444,137189,0.16897506925207756,40666.666666666664,5594333.333333339,2020-12-10
346,176,986,138175,0.17849898580121704,29333.333333333332,5623666.666666672,2020-12-11
347,204,1086,139261,0.1878453038674033,34000.0,5657666.666666672,2020-12-12
348,166,983,140244,0.1688708036622584,27666.666666666668,5685333.333333339,2020-12-13
349,177,1539,141783,0.11500974658869395,29500.0,5714833.333333339,2020-12-14
350,182,1214,142997,0.14991762767710048,30333.333333333332,5745166.666666672,2020-12-15
351,151,1085,144082,0.1391705069124424,25166.666666666668,5770333.333333339,2020-12-16
352,158,1123,145205,0.14069456812110417,26333.333333333332,5796666.666666672,2020-12-17
353,163,1275,146480,0.12784313725490196,27166.666666666668,5823833.333333339,2020-12-18
354,165,937,147417,0.17609391675560299,27500.0,5851333.333333339,2020-12-19
355,235,1167,148584,0.20137103684661525,39166.666666666664,5890500.000000006,2020-12-20
356,151,1024,149608,0.1474609375,25166.666666666668,5915666.666666673,2020-12-21
357,124,955,150563,0.12984293193717278,20666.666666666668,5936333.33333334,2020-12-22
358,193,1095,151658,0.17625570776255708,32166.666666666664,5968500.0000000065,2020-12-23
359,176,998,152656,0.17635270541082165,29333.333333333332,5997833.33333334,2020-12-24
360,212,1098,153754,0.1930783242258652,35333.333333333336,6033166.666666673,2020-12-25
361,190,1128,154882,0.16843971631205673,31666.666666666664,6064833.33333334,2020-12-26
362,189,1082,155964,0.17467652495378927,31500.0,6096333.33333334,2020-12-27
363,215,1421,157385,0.15130190007037297,35833.333333333336,6132166.666666673,2020-12-28
364,144,1178,158563,0.12224108658743633,24000.0,6156166.666666673,2020-12-29
365,195,1376,159939,0.14171511627906977,32500.0,6188666.666666673,2020-12-30
366,177,1076,161015,0.16449814126394052,29500.0,6218166.666666673,2020-12-31
367,314,2434,163449,0.12900575184880855,52333.333333333336,6270500.000000006,2021-01-01
368,198,1677,165126,0.11806797853309481,33000.0,6303500.000000006,2021-01-02
369,182,1449,166575,0.12560386473429952,30333.333333333332,6333833.333333339,2021-01-03
370,222,1972,168547,0.11257606490872211,37000.0,6370833.333333339,2021-01-04
371,216,1822,170369,0.11855104281009879,36000.0,6406833.333333339,2021-01-05
372,199,1645,172014,0.1209726443768997,33166.666666666664,6440000.000000006,2021-01-06
373,194,1580,173594,0.12278481012658228,32333.333333333332,6472333.333333339,2021-01-07
374,195,1784,175378,0.109304932735426,32500.0,6504833.333333339,2021-01-08
375,170,1335,176713,0.12734082397003746,28333.333333333332,6533166.666666672,2021-01-09
376,246,1957,178670,0.1257026060296372,41000.0,6574166.666666672,2021-01-10
377,198,1639,180309,0.12080536912751678,33000.0,6607166.666666672,2021-01-11
378,192,1742,182051,0.11021814006888633,32000.0,6639166.666666672,2021-01-12
379,151,1372,183423,0.11005830903790087,25166.666666666668,6664333.333333339,2021-01-13
380,184,1708,185131,0.10772833723653395,30666.666666666664,6695000.000000006,2021-01-14
381,203,1818,186949,0.11166116611661166,33833.333333333336,6728833.333333339,2021-01-15
382,171,1381,188330,0.12382331643736423,28500.0,6757333.333333339,2021-01-16
383,164,1219,189549,0.13453650533223954,27333.333333333332,6784666.666666672,2021-01-17
384,163,1821,191370,0.08951125755079627,27166.666666666668,6811833.333333339,2021-01-18
385,149,1827,193197,0.0815544608648057,24833.333333333332,6836666.666666672,2021-01-19
386,210,1906,195103,0.11017838405036726,35000.0,6871666.666666672,2021-01-20
387,173,1520,196623,0.11381578947368422,28833.333333333332,6900500.000000005,2021-01-21
388,175,1911,198534,0.09157509157509157,29166.666666666664,6929666.666666672,2021-01-22
389,133,1298,199832,0.1024653312788906,22166.666666666668,6951833.333333339,2021-01-23
390,162,1317,201149,0.12300683371298406,27000.0,6978833.333333339,2021-01-24
391,196,1950,203099,0.10051282051282051,32666.666666666664,7011500.000000006,2021-01-25
392,158,1524,204623,0.1036745406824147,26333.333333333332,7037833.333333339,2021-01-26
393,164,1495,206118,0.1096989966555184,27333.333333333332,7065166.666666672,2021-01-27
394,155,1787,207905,0.08673754896474538,25833.333333333332,7091000.000000005,2021-01-28
395,150,1699,209604,0.08828722778104768,25000.0,7116000.000000005,2021-01-29
396,149,1501,211105,0.09926715522984676,24833.333333333332,7140833.333333338,2021-01-30
397,170,1495,212600,0.11371237458193979,28333.333333333332,7169166.666666671,2021-01-31
398,298,3663,216263,0.08135408135408136,49666.666666666664,7218833.333333338,2021-02-01
399,216,2638,218901,0.08188021228203184,36000.0,7254833.333333338,2021-02-02
