age_grp,mean_age_male,mean_age_female,mort_male,mort_female
AG0t18,6.616527512984025,7.41249906556029,0.07861950451095517,0.08043460634071191
AG18t30,25.382634269693806,24.887645404928605,0.12345035337736068,0.11204595566902634
AG30t40,35.215426567978184,35.04137260646089,0.14547424771466413,0.14792833458719942
AG40t50,44.61670889849456,44.6747898461794,0.1995388116914231,0.20608231736676874
AG50t65,56.98462053379108,57.28672231117177,0.32247282571164176,0.3003273994090395
AG65t75,69.30665294187513,69.32641156942596,0.48442097720558436,0.4366677163150345
AG75t85,79.02613646316895,79.20426033744695,0.5937377975136441,0.5255238444536672
AG85+,89.05466376549799,89.56971122435647,0.6913582865019616,0.6241556198892783
