age_grp,mean_age_male,mean_age_female,mort_male,mort_female
AG0t18,6.662130937098845,7.214114114114114,0.17745125741734954,0.1880313930673643
AG18t30,25.466482695182247,24.992188453557915,0.3195699975568043,0.31473386474672155
AG30t40,35.316339955269044,35.124519762117785,0.34093645715072074,0.3640816775826958
AG40t50,44.72497058766804,44.760369431848495,0.4147788999315978,0.4436111111111111
AG50t65,57.2200941405616,57.54158444533374,0.5587691455805721,0.5514727950949706
AG65t75,69.35847781707352,69.37579182595528,0.6963501483679525,0.6694874782708361
AG75t85,79.0017285517362,79.17853170189099,0.7741782660680849,0.7284664277680416
AG85+,88.81710605977214,89.28328733225469,0.8189850475758949,0.7552703036287336
