variable,value,std,z_val,odd,sum_col
MORTE,-0.6967974538590266,0.002484601191821501,280.44639765635515,0.49817819042477424,477596.0
Branca_Parda,0.06450223640865413,0.003721592289240153,17.331892210531134,1.06662796365799,574872.0
Branca_Preta,0.24866981321872306,0.007932409892168799,31.348583419046477,1.2823185585233994,74083.0
Branca_Amarela,-0.0735436562334101,0.01675663110775612,4.388928523906517,0.9290955840924608,16836.0
Branca_Indigena,0.12066954197778008,0.03576666565345109,3.373799032511626,1.128252010828521,3410.0
