,cases,deaths,cases_cum,case_adj,case_adj_cum,date
103,18177,913,791690,152166.66666666666,10446500.000000004,2020-06-08
104,18133,862,809823,143666.66666666666,10590166.66666667,2020-06-09
105,14145,844,823968,140666.66666666666,10730833.333333336,2020-06-10
106,34746,1623,858714,270500.0,11001333.333333336,2020-06-11
107,21133,1060,879847,176666.66666666666,11178000.000000002,2020-06-12
108,19682,979,899529,163166.66666666666,11341166.666666668,2020-06-13
109,19066,962,918595,160333.33333333334,11501500.000000002,2020-06-14
110,25778,1079,944373,179833.33333333334,11681333.333333336,2020-06-15
111,20550,957,964923,159500.0,11840833.333333336,2020-06-16
112,16941,867,981864,144500.0,11985333.333333336,2020-06-17
113,23784,999,1005648,166500.0,12151833.333333336,2020-06-18
114,20271,897,1025919,149500.0,12301333.333333336,2020-06-19
115,30952,1279,1056871,213166.66666666666,12514500.000000002,2020-06-20
116,18844,851,1075715,141833.33333333334,12656333.333333336,2020-06-21
117,23822,961,1099537,160166.66666666666,12816500.000000002,2020-06-22
118,19045,919,1118582,153166.66666666666,12969666.666666668,2020-06-23
119,19727,950,1138309,158333.33333333334,13128000.000000002,2020-06-24
120,34089,1164,1172398,194000.0,13322000.000000002,2020-06-25
121,29355,967,1201753,161166.66666666666,13483166.666666668,2020-06-26
122,22849,873,1224602,145500.0,13628666.666666668,2020-06-27
123,25153,1004,1249755,167333.33333333334,13796000.000000002,2020-06-28
124,24862,991,1274617,165166.66666666666,13961166.666666668,2020-06-29
125,31826,1228,1306443,204666.66666666666,14165833.333333334,2020-06-30
126,18168,780,1324611,130000.0,14295833.333333334,2020-07-01
127,27035,969,1351646,161500.0,14457333.333333334,2020-07-02
128,23276,884,1374922,147333.33333333334,14604666.666666668,2020-07-03
129,22950,877,1397872,146166.66666666666,14750833.333333334,2020-07-04
130,28526,1049,1426398,174833.33333333334,14925666.666666668,2020-07-05
131,28009,1005,1454407,167500.0,15093166.666666668,2020-07-06
132,20674,831,1475081,138500.0,15231666.666666668,2020-07-07
133,22603,903,1497684,150500.0,15382166.666666668,2020-07-08
134,26926,878,1524610,146333.33333333334,15528500.000000002,2020-07-09
135,29141,1074,1553751,179000.0,15707500.000000002,2020-07-10
136,40201,1539,1593952,256500.0,15964000.000000002,2020-07-11
137,27982,1031,1621934,171833.33333333334,16135833.333333336,2020-07-12
138,29144,1068,1651078,178000.0,16313833.333333336,2020-07-13
139,23815,976,1674893,162666.66666666666,16476500.000000002,2020-07-14
140,26381,999,1701274,166500.0,16643000.000000002,2020-07-15
141,31776,1085,1733050,180833.33333333334,16823833.333333336,2020-07-16
142,29453,1040,1762503,173333.33333333334,16997166.666666668,2020-07-17
143,27530,1009,1790033,168166.66666666666,17165333.333333336,2020-07-18
144,26107,948,1816140,158000.0,17323333.333333336,2020-07-19
145,40306,1484,1856446,247333.3333333333,17570666.666666668,2020-07-20
146,23356,885,1879802,147500.0,17718166.666666668,2020-07-21
147,23370,919,1903172,153166.66666666666,17871333.333333336,2020-07-22
148,32125,945,1935297,157500.0,18028833.333333336,2020-07-23
149,26795,940,1962092,156666.66666666666,18185500.000000004,2020-07-24
150,31450,1047,1993542,174500.0,18360000.000000004,2020-07-25
151,25730,936,2019272,156000.0,18516000.000000004,2020-07-26
152,30713,974,2049985,162333.33333333334,18678333.333333336,2020-07-27
153,25375,937,2075360,156166.66666666666,18834500.000000004,2020-07-28
154,23255,900,2098615,150000.0,18984500.000000004,2020-07-29
155,42106,1362,2140721,227000.0,19211500.000000004,2020-07-30
156,25406,830,2166127,138333.33333333334,19349833.333333336,2020-07-31
157,25474,882,2191601,147000.0,19496833.333333336,2020-08-01
158,27187,809,2218788,134833.33333333334,19631666.666666668,2020-08-02
159,27342,863,2246130,143833.33333333334,19775500.0,2020-08-03
160,26724,918,2272854,153000.0,19928500.0,2020-08-04
161,21519,786,2294373,131000.0,20059500.0,2020-08-05
162,31895,961,2326268,160166.66666666666,20219666.666666668,2020-08-06
163,25887,821,2352155,136833.33333333334,20356500.0,2020-08-07
164,22764,712,2374919,118666.66666666666,20475166.666666668,2020-08-08
165,25715,756,2400634,126000.0,20601166.666666668,2020-08-09
166,25541,768,2426175,128000.0,20729166.666666668,2020-08-10
167,34100,1192,2460275,198666.66666666666,20927833.333333336,2020-08-11
168,22767,787,2483042,131166.66666666666,21059000.000000004,2020-08-12
169,29009,811,2512051,135166.66666666666,21194166.66666667,2020-08-13
170,23704,718,2535755,119666.66666666666,21313833.33333334,2020-08-14
171,25434,753,2561189,125500.0,21439333.33333334,2020-08-15
172,23640,692,2584829,115333.33333333333,21554666.66666667,2020-08-16
173,26418,786,2611247,131000.0,21685666.66666667,2020-08-17
174,23176,809,2634423,134833.33333333334,21820500.000000004,2020-08-18
175,20333,655,2654756,109166.66666666667,21929666.66666667,2020-08-19
176,36400,1151,2691156,191833.33333333334,22121500.000000004,2020-08-20
177,23325,648,2714481,108000.0,22229500.000000004,2020-08-21
178,24191,732,2738672,122000.0,22351500.000000004,2020-08-22
179,22422,733,2761094,122166.66666666666,22473666.66666667,2020-08-23
180,25597,702,2786691,117000.0,22590666.66666667,2020-08-24
181,23177,774,2809868,129000.0,22719666.66666667,2020-08-25
182,17962,656,2827830,109333.33333333333,22829000.000000004,2020-08-26
183,25776,665,2853606,110833.33333333333,22939833.333333336,2020-08-27
184,23126,662,2876732,110333.33333333333,23050166.666666668,2020-08-28
185,20128,615,2896860,102500.0,23152666.666666668,2020-08-29
186,28429,963,2925289,160500.0,23313166.666666668,2020-08-30
187,21949,658,2947238,109666.66666666667,23422833.333333336,2020-08-31
188,17785,550,2965023,91666.66666666667,23514500.000000004,2020-09-01
189,16727,564,2981750,94000.0,23608500.000000004,2020-09-02
190,23065,604,3004815,100666.66666666667,23709166.66666667,2020-09-03
191,22543,641,3027358,106833.33333333333,23816000.000000004,2020-09-04
192,19080,610,3046438,101666.66666666667,23917666.66666667,2020-09-05
193,19104,575,3065542,95833.33333333333,24013500.000000004,2020-09-06
194,23221,685,3088763,114166.66666666667,24127666.66666667,2020-09-07
195,18252,493,3107015,82166.66666666667,24209833.33333334,2020-09-08
196,15314,557,3122329,92833.33333333333,24302666.66666667,2020-09-09
197,20758,602,3143087,100333.33333333333,24403000.000000004,2020-09-10
198,26719,917,3169806,152833.33333333334,24555833.333333336,2020-09-11
199,18544,556,3188350,92666.66666666667,24648500.000000004,2020-09-12
200,17351,568,3205701,94666.66666666667,24743166.66666667,2020-09-13
201,18652,557,3224353,92833.33333333333,24836000.000000004,2020-09-14
202,16325,565,3240678,94166.66666666667,24930166.66666667,2020-09-15
203,13419,465,3254097,77500.0,25007666.66666667,2020-09-16
204,16170,561,3270267,93500.0,25101166.66666667,2020-09-17
205,19534,528,3289801,88000.0,25189166.66666667,2020-09-18
206,17725,535,3307526,89166.66666666667,25278333.33333334,2020-09-19
207,22498,726,3330024,121000.0,25399333.33333334,2020-09-20
208,18017,492,3348041,82000.0,25481333.33333334,2020-09-21
209,14492,478,3362533,79666.66666666667,25561000.000000007,2020-09-22
210,13549,480,3376082,80000.0,25641000.000000007,2020-09-23
211,19622,562,3395704,93666.66666666667,25734666.666666675,2020-09-24
212,18545,514,3414249,85666.66666666667,25820333.333333343,2020-09-25
213,15186,429,3429435,71500.0,25891833.333333343,2020-09-26
214,15759,539,3445194,89833.33333333333,25981666.666666675,2020-09-27
215,17660,481,3462854,80166.66666666667,26061833.333333343,2020-09-28
216,13692,442,3476546,73666.66666666667,26135500.00000001,2020-09-29
217,17540,634,3494086,105666.66666666667,26241166.66666668,2020-09-30
218,17487,459,3511573,76500.0,26317666.66666668,2020-10-01
219,15044,394,3526617,65666.66666666667,26383333.333333347,2020-10-02
220,14641,438,3541258,73000.0,26456333.333333347,2020-10-03
221,14656,429,3555914,71500.0,26527833.333333347,2020-10-04
222,17977,491,3573891,81833.33333333333,26609666.66666668,2020-10-05
223,13094,374,3586985,62333.33333333333,26672000.00000001,2020-10-06
224,11315,384,3598300,64000.0,26736000.00000001,2020-10-07
225,16825,424,3615125,70666.66666666667,26806666.66666668,2020-10-08
226,13422,421,3628547,70166.66666666667,26876833.333333347,2020-10-09
227,14209,426,3642756,71000.0,26947833.333333347,2020-10-10
228,19797,685,3662553,114166.66666666667,27062000.000000015,2020-10-11
229,14563,474,3677116,79000.0,27141000.000000015,2020-10-12
230,11321,352,3688437,58666.666666666664,27199666.666666683,2020-10-13
231,10521,354,3698958,59000.0,27258666.666666683,2020-10-14
232,16235,426,3715193,71000.0,27329666.666666683,2020-10-15
233,13077,410,3728270,68333.33333333333,27398000.000000015,2020-10-16
234,12890,384,3741160,64000.0,27462000.000000015,2020-10-17
235,13972,394,3755132,65666.66666666667,27527666.666666683,2020-10-18
236,14804,400,3769936,66666.66666666667,27594333.33333335,2020-10-19
237,17043,561,3786979,93500.0,27687833.33333335,2020-10-20
238,10292,309,3797271,51500.0,27739333.33333335,2020-10-21
239,13169,349,3810440,58166.666666666664,27797500.00000002,2020-10-22
240,15982,345,3826422,57500.0,27855000.00000002,2020-10-23
241,14525,347,3840947,57833.333333333336,27912833.33333335,2020-10-24
242,17039,431,3857986,71833.33333333333,27984666.666666683,2020-10-25
243,16014,394,3874000,65666.66666666667,28050333.33333335,2020-10-26
244,13348,329,3887348,54833.333333333336,28105166.666666683,2020-10-27
245,12854,362,3900202,60333.33333333333,28165500.000000015,2020-10-28
246,17397,393,3917599,65500.0,28231000.000000015,2020-10-29
247,18647,514,3936246,85666.66666666667,28316666.666666683,2020-10-30
248,13826,385,3950072,64166.666666666664,28380833.33333335,2020-10-31
249,14450,344,3964522,57333.333333333336,28438166.666666683,2020-11-01
250,15587,370,3980109,61666.666666666664,28499833.33333335,2020-11-02
251,11929,330,3992038,55000.0,28554833.33333335,2020-11-03
252,13305,420,4005343,70000.0,28624833.33333335,2020-11-04
253,16241,359,4021584,59833.33333333333,28684666.666666683,2020-11-05
254,14179,360,4035763,60000.0,28744666.666666683,2020-11-06
255,14359,413,4050122,68833.33333333333,28813500.000000015,2020-11-07
256,13723,371,4063845,61833.33333333333,28875333.333333347,2020-11-08
257,14644,427,4078489,71166.66666666667,28946500.000000015,2020-11-09
258,11718,341,4090207,56833.333333333336,29003333.333333347,2020-11-10
259,19294,669,4109501,111500.0,29114833.333333347,2020-11-11
260,16069,448,4125570,74666.66666666667,29189500.000000015,2020-11-12
261,18433,429,4144003,71500.0,29261000.000000015,2020-11-13
262,16728,411,4160731,68500.0,29329500.000000015,2020-11-14
263,18477,517,4179208,86166.66666666667,29415666.666666683,2020-11-15
264,18936,552,4198144,92000.0,29507666.666666683,2020-11-16
265,16393,541,4214537,90166.66666666667,29597833.33333335,2020-11-17
266,16797,574,4231334,95666.66666666667,29693500.00000002,2020-11-18
267,22781,571,4254115,95166.66666666667,29788666.666666687,2020-11-19
268,24851,764,4278966,127333.33333333333,29916000.00000002,2020-11-20
269,19860,573,4298826,95500.0,30011500.00000002,2020-11-21
270,20273,584,4319099,97333.33333333333,30108833.33333335,2020-11-22
271,23072,618,4342171,103000.0,30211833.33333335,2020-11-23
272,20541,643,4362712,107166.66666666667,30319000.00000002,2020-11-24
273,24527,744,4387239,124000.0,30443000.00000002,2020-11-25
274,28217,696,4415456,116000.0,30559000.00000002,2020-11-26
275,25074,695,4440530,115833.33333333333,30674833.33333335,2020-11-27
276,25951,733,4466481,122166.66666666666,30797000.00000002,2020-11-28
277,26830,762,4493311,127000.0,30924000.00000002,2020-11-29
278,37189,1114,4530500,185666.66666666666,31109666.666666687,2020-11-30
279,24998,623,4555498,103833.33333333333,31213500.00000002,2020-12-01
280,25706,714,4581204,119000.0,31332500.00000002,2020-12-02
281,34433,867,4615637,144500.0,31477000.00000002,2020-12-03
282,27601,720,4643238,120000.0,31597000.00000002,2020-12-04
283,30816,947,4674054,157833.33333333334,31754833.33333335,2020-12-05
284,28160,756,4702214,126000.0,31880833.33333335,2020-12-06
285,31194,830,4733408,138333.33333333334,32019166.666666683,2020-12-07
286,27422,785,4760830,130833.33333333333,32150000.000000015,2020-12-08
287,24693,702,4785523,117000.0,32267000.000000015,2020-12-09
288,38144,1085,4823667,180833.33333333334,32447833.333333347,2020-12-10
289,39999,1453,4863666,242166.66666666666,32690000.000000015,2020-12-11
290,29133,929,4892799,154833.33333333334,32844833.333333347,2020-12-12
291,28534,893,4921333,148833.33333333334,32993666.66666668,2020-12-13
292,32072,886,4953405,147666.66666666666,33141333.333333347,2020-12-14
293,29266,929,4982671,154833.33333333334,33296166.66666668,2020-12-15
294,25643,786,5008314,131000.0,33427166.66666668,2020-12-16
295,34091,968,5042405,161333.33333333334,33588500.000000015,2020-12-17
296,29100,910,5071505,151666.66666666666,33740166.66666668,2020-12-18
297,28620,843,5100125,140500.0,33880666.66666668,2020-12-19
298,35038,1252,5135163,208666.66666666666,34089333.33333334,2020-12-20
299,30230,851,5165393,141833.33333333334,34231166.66666668,2020-12-21
300,27542,834,5192935,139000.0,34370166.66666668,2020-12-22
301,24662,872,5217597,145333.33333333334,34515500.000000015,2020-12-23
302,33488,931,5251085,155166.66666666666,34670666.66666668,2020-12-24
303,29776,1002,5280861,167000.0,34837666.66666668,2020-12-25
304,25271,749,5306132,124833.33333333333,34962500.000000015,2020-12-26
305,26410,818,5332542,136333.33333333334,35098833.33333335,2020-12-27
306,29067,928,5361609,154666.66666666666,35253500.000000015,2020-12-28
307,22370,780,5383979,130000.0,35383500.000000015,2020-12-29
308,26601,1203,5410580,200500.0,35584000.000000015,2020-12-30
309,26155,856,5436735,142666.66666666666,35726666.66666668,2020-12-31
310,23939,785,5460674,130833.33333333333,35857500.000000015,2021-01-01
311,27053,882,5487727,147000.0,36004500.000000015,2021-01-02
312,26578,914,5514305,152333.33333333334,36156833.33333335,2021-01-03
313,28641,1049,5542946,174833.33333333334,36331666.66666669,2021-01-04
314,28607,968,5571553,161333.33333333334,36493000.00000002,2021-01-05
315,26164,972,5597717,162000.0,36655000.00000002,2021-01-06
316,32955,1118,5630672,186333.33333333334,36841333.33333336,2021-01-07
317,25126,847,5655798,141166.66666666666,36982500.00000002,2021-01-08
318,29867,1018,5685665,169666.66666666666,37152166.66666669,2021-01-09
319,30316,1012,5715981,168666.66666666666,37320833.33333335,2021-01-10
320,47927,1877,5763908,312833.3333333333,37633666.66666669,2021-01-11
321,38825,1177,5802733,196166.66666666666,37829833.33333335,2021-01-12
322,38851,1195,5841584,199166.66666666666,38029000.000000015,2021-01-13
323,47043,1297,5888627,216166.66666666666,38245166.66666668,2021-01-14
324,39186,1263,5927813,210500.0,38455666.66666668,2021-01-15
325,33966,1091,5961779,181833.33333333334,38637500.000000015,2021-01-16
326,33725,1139,5995504,189833.33333333334,38827333.33333335,2021-01-17
327,37813,1181,6033317,196833.33333333334,39024166.66666669,2021-01-18
328,32473,1041,6065790,173500.0,39197666.66666669,2021-01-19
329,38582,1653,6104372,275500.0,39473166.66666669,2021-01-20
330,37388,1105,6141760,184166.66666666666,39657333.33333335,2021-01-21
331,32004,994,6173764,165666.66666666666,39823000.000000015,2021-01-22
332,29578,977,6203342,162833.33333333334,39985833.33333335,2021-01-23
333,30845,1036,6234187,172666.66666666666,40158500.000000015,2021-01-24
334,37779,1292,6271966,215333.33333333334,40373833.33333335,2021-01-25
335,27688,979,6299654,163166.66666666666,40537000.000000015,2021-01-26
336,26841,919,6326495,153166.66666666666,40690166.66666668,2021-01-27
337,36393,1077,6362888,179500.0,40869666.66666668,2021-01-28
338,29488,889,6392376,148166.66666666666,41017833.33333334,2021-01-29
339,34926,1355,6427302,225833.33333333334,41243666.66666668,2021-01-30
340,28356,906,6455658,151000.0,41394666.66666668,2021-01-31
341,30119,919,6485777,153166.66666666666,41547833.33333334,2021-02-01
342,25422,881,6511199,146833.33333333334,41694666.66666668,2021-02-02
343,25430,871,6536629,145166.66666666666,41839833.33333334,2021-02-03
344,34748,1129,6571377,188166.66666666666,42028000.00000001,2021-02-04
345,26226,876,6597603,146000.0,42174000.00000001,2021-02-05
346,25474,858,6623077,143000.0,42317000.00000001,2021-02-06
347,27335,945,6650412,157500.0,42474500.00000001,2021-02-07
348,25682,811,6676094,135166.66666666666,42609666.66666667,2021-02-08
349,22913,799,6699007,133166.66666666666,42742833.333333336,2021-02-09
350,23166,875,6722173,145833.33333333334,42888666.66666667,2021-02-10
351,41265,1840,6763438,306666.6666666667,43195333.333333336,2021-02-11
352,27461,1221,6790899,203500.0,43398833.333333336,2021-02-12
353,25853,1047,6816752,174500.0,43573333.333333336,2021-02-13
354,25821,998,6842573,166333.33333333334,43739666.66666667,2021-02-14
355,31626,1220,6874199,203333.33333333334,43943000.00000001,2021-02-15
356,25028,1014,6899227,169000.0,44112000.00000001,2021-02-16
357,24732,1070,6923959,178333.33333333334,44290333.33333334,2021-02-17
358,33331,1300,6957290,216666.66666666666,44507000.00000001,2021-02-18
359,27374,1185,6984664,197500.0,44704500.00000001,2021-02-19
360,34193,1762,7018857,293666.6666666667,44998166.66666667,2021-02-20
361,27547,1212,7046404,202000.0,45200166.66666667,2021-02-21
362,33605,1511,7080009,251833.3333333333,45452000.00000001,2021-02-22
363,29222,1333,7109231,222166.66666666666,45674166.66666667,2021-02-23
364,30901,1510,7140132,251666.66666666666,45925833.333333336,2021-02-24
365,43732,2028,7183864,338000.0,46263833.333333336,2021-02-25
366,33875,1546,7217739,257666.66666666666,46521500.0,2021-02-26
367,36173,1702,7253912,283666.6666666667,46805166.666666664,2021-02-27
368,41090,2023,7295002,337166.6666666667,47142333.33333333,2021-02-28
369,42860,1863,7337862,310500.0,47452833.33333333,2021-03-01
370,47989,2631,7385851,438500.0,47891333.33333333,2021-03-02
371,36126,1802,7421977,300333.3333333333,48191666.666666664,2021-03-03
372,49640,2323,7471617,387166.6666666667,48578833.33333333,2021-03-04
373,40646,1956,7512263,326000.0,48904833.33333333,2021-03-05
374,40039,2079,7552302,346500.0,49251333.33333333,2021-03-06
375,46282,2456,7598584,409333.3333333333,49660666.666666664,2021-03-07
376,49571,2403,7648155,400500.0,50061166.666666664,2021-03-08
377,43396,2216,7691551,369333.3333333333,50430500.0,2021-03-09
378,52169,2976,7743720,496000.0,50926500.0,2021-03-10
379,77431,4904,7821151,817333.3333333334,51743833.333333336,2021-03-11
380,51301,2921,7872452,486833.3333333333,52230666.66666667,2021-03-12
381,49473,2914,7921925,485666.6666666666,52716333.333333336,2021-03-13
382,50191,2860,7972116,476666.6666666666,53193000.0,2021-03-14
383,62177,3464,8034293,577333.3333333334,53770333.333333336,2021-03-15
384,51067,2892,8085360,482000.0,54252333.333333336,2021-03-16
385,48944,2962,8134304,493666.6666666666,54746000.0,2021-03-17
386,65812,3718,8200116,619666.6666666666,55365666.666666664,2021-03-18
387,53992,3152,8254108,525333.3333333334,55891000.0,2021-03-19
388,65352,4606,8319460,767666.6666666666,56658666.666666664,2021-03-20
389,51070,3062,8370530,510333.3333333333,57169000.0,2021-03-21
390,60767,3443,8431297,573833.3333333334,57742833.333333336,2021-03-22
391,52017,3104,8483314,517333.3333333333,58260166.66666667,2021-03-23
392,50508,3109,8533822,518166.6666666666,58778333.333333336,2021-03-24
393,69571,4111,8603393,685166.6666666666,59463500.0,2021-03-25
394,50857,3085,8654250,514166.6666666666,59977666.666666664,2021-03-26
395,49034,3032,8703284,505333.3333333333,60483000.0,2021-03-27
396,52499,3260,8755783,543333.3333333334,61026333.333333336,2021-03-28
397,56339,3190,8812122,531666.6666666666,61558000.0,2021-03-29
398,60216,4097,8872338,682833.3333333334,62240833.333333336,2021-03-30
399,42356,2623,8914694,437166.6666666667,62678000.0,2021-03-31
400,55235,2922,8969929,487000.0,63165000.0,2021-04-01
401,45418,2730,9015347,455000.0,63620000.0,2021-04-02
402,41942,2522,9057289,420333.3333333333,64040333.333333336,2021-04-03
403,47344,2977,9104633,496166.6666666666,64536500.0,2021-04-04
404,46321,2571,9150954,428500.0,64965000.0,2021-04-05
405,37289,2256,9188243,376000.0,65341000.0,2021-04-06
406,36185,2391,9224428,398500.0,65739500.0,2021-04-07
407,40950,2299,9265378,383166.6666666667,66122666.666666664,2021-04-08
408,34852,2279,9300230,379833.3333333333,66502500.0,2021-04-09
409,33671,2007,9333901,334500.0,66837000.0,2021-04-10
410,52496,3572,9386397,595333.3333333334,67432333.33333333,2021-04-11
411,38088,2222,9424485,370333.3333333333,67802666.66666666,2021-04-12
412,36017,2071,9460502,345166.6666666667,68147833.33333333,2021-04-13
413,36587,2123,9497089,353833.3333333333,68501666.66666666,2021-04-14
414,47034,2436,9544123,406000.0,68907666.66666666,2021-04-15
415,35857,1950,9579980,325000.0,69232666.66666666,2021-04-16
416,33737,1850,9613717,308333.3333333333,69540999.99999999,2021-04-17
417,36640,2011,9650357,335166.6666666667,69876166.66666666,2021-04-18
418,39497,1994,9689854,332333.3333333333,70208499.99999999,2021-04-19
419,42717,2614,9732571,435666.6666666667,70644166.66666666,2021-04-20
420,30797,1644,9763368,274000.0,70918166.66666666,2021-04-21
421,41482,1952,9804850,325333.3333333333,71243499.99999999,2021-04-22
422,32629,1637,9837479,272833.3333333333,71516333.33333331,2021-04-23
423,32732,1733,9870211,288833.3333333333,71805166.66666664,2021-04-24
424,35850,1914,9906061,319000.0,72124166.66666664,2021-04-25
